accepted,analytics,effective_points,length,number,points,story_ids,team_strength,velocity
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-01-12', 'feature', 0.0, 0], ['2015-01-12', 'bug', 0.0, 0], ['2015-01-12', 'chore', 0.0, 0], ['2015-01-12', 'release', 0.0, 0], ['2015-01-13', 'feature', 7.0, 3], ['2015-01-13', 'bug', 0.0, 0], ['2015-01-13', 'chore', 0.0, 3], ['2015-01-13', 'release', 0.0, 0], ['2015-01-14', 'feature', 0.0, 0], ['2015-01-14', 'bug', 0.0, 0], ['2015-01-14', 'chore', 0.0, 1], ['2015-01-14', 'release', 0.0, 0], ['2015-01-15', 'feature', 0.0, 0], ['2015-01-15', 'bug', 0.0, 0], ['2015-01-15', 'chore', 0.0, 0], ['2015-01-15', 'release', 0.0, 0], ['2015-01-16', 'feature', 0.0, 1], ['2015-01-16', 'bug', 0.0, 1], ['2015-01-16', 'chore', 0.0, 1], ['2015-01-16', 'release', 0.0, 0], ['2015-01-17', 'feature', 0.0, 0], ['2015-01-17', 'bug', 0.0, 0], ['2015-01-17', 'chore', 0.0, 0], ['2015-01-17', 'release', 0.0, 0], ['2015-01-18', 'feature', 0.0, 0], ['2015-01-18', 'bug', 0.0, 0], ['2015-01-18', 'chore', 0.0, 0], ['2015-01-18', 'release', 0.0, 0]]}","{'cycle_time': 12073500, 'stories_accepted': 10, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 5}",7.0,1,62,7,"[84893322, 79502486, 85753944, 80342190, 85919194, 85818544, 86073700, 85920414, 86138616, 83247218]",1.0,8
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-01-19', 'feature', 0.0, 0], ['2015-01-19', 'bug', 0.0, 0], ['2015-01-19', 'chore', 0.0, 0], ['2015-01-19', 'release', 0.0, 0], ['2015-01-20', 'feature', 0.0, 0], ['2015-01-20', 'bug', 0.0, 0], ['2015-01-20', 'chore', 0.0, 0], ['2015-01-20', 'release', 0.0, 0], ['2015-01-21', 'feature', 4.0, 2], ['2015-01-21', 'bug', 0.0, 0], ['2015-01-21', 'chore', 0.0, 0], ['2015-01-21', 'release', 0.0, 0], ['2015-01-22', 'feature', 0.0, 0], ['2015-01-22', 'bug', 0.0, 0], ['2015-01-22', 'chore', 0.0, 0], ['2015-01-22', 'release', 0.0, 0], ['2015-01-23', 'feature', 0.0, 0], ['2015-01-23', 'bug', 0.0, 0], ['2015-01-23', 'chore', 0.0, 1], ['2015-01-23', 'release', 0.0, 0], ['2015-01-24', 'feature', 0.0, 0], ['2015-01-24', 'bug', 0.0, 0], ['2015-01-24', 'chore', 0.0, 0], ['2015-01-24', 'release', 0.0, 0], ['2015-01-25', 'feature', 2.0, 1], ['2015-01-25', 'bug', 0.0, 0], ['2015-01-25', 'chore', 0.0, 0], ['2015-01-25', 'release', 0.0, 0]]}","{'cycle_time': 316822500, 'stories_accepted': 4, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 1}",6.0,1,63,6,"[80764862, 84893144, 86731316, 85137994]",1.0,5
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-01-26', 'feature', 0.0, 0], ['2015-01-26', 'bug', 0.0, 0], ['2015-01-26', 'chore', 0.0, 0], ['2015-01-26', 'release', 0.0, 0], ['2015-01-27', 'feature', 1.0, 2], ['2015-01-27', 'bug', 0.0, 2], ['2015-01-27', 'chore', 0.0, 0], ['2015-01-27', 'release', 0.0, 0], ['2015-01-28', 'feature', 5.0, 3], ['2015-01-28', 'bug', 0.0, 1], ['2015-01-28', 'chore', 0.0, 0], ['2015-01-28', 'release', 0.0, 0], ['2015-01-29', 'feature', 0.0, 0], ['2015-01-29', 'bug', 0.0, 0], ['2015-01-29', 'chore', 0.0, 0], ['2015-01-29', 'release', 0.0, 0], ['2015-01-30', 'feature', 3.0, 2], ['2015-01-30', 'bug', 0.0, 1], ['2015-01-30', 'chore', 0.0, 0], ['2015-01-30', 'release', 0.0, 0], ['2015-01-31', 'feature', 0.0, 0], ['2015-01-31', 'bug', 0.0, 0], ['2015-01-31', 'chore', 0.0, 0], ['2015-01-31', 'release', 0.0, 0], ['2015-02-01', 'feature', 0.0, 0], ['2015-02-01', 'bug', 0.0, 0], ['2015-02-01', 'chore', 0.0, 0], ['2015-02-01', 'release', 0.0, 0]]}","{'cycle_time': 585887000, 'stories_accepted': 11, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",9.0,1,64,9,"[85649286, 86540636, 86477758, 85936794, 86960650, 86138176, 85645682, 85920454, 87029068, 87321366, 86742104]",1.0,5
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-02-02', 'feature', 0.0, 0], ['2015-02-02', 'bug', 0.0, 0], ['2015-02-02', 'chore', 0.0, 2], ['2015-02-02', 'release', 0.0, 0], ['2015-02-03', 'feature', 0.0, 0], ['2015-02-03', 'bug', 0.0, 0], ['2015-02-03', 'chore', 0.0, 2], ['2015-02-03', 'release', 0.0, 0], ['2015-02-04', 'feature', 1.0, 2], ['2015-02-04', 'bug', 0.0, 0], ['2015-02-04', 'chore', 0.0, 2], ['2015-02-04', 'release', 0.0, 0], ['2015-02-05', 'feature', 0.0, 0], ['2015-02-05', 'bug', 0.0, 0], ['2015-02-05', 'chore', 0.0, 0], ['2015-02-05', 'release', 0.0, 0], ['2015-02-06', 'feature', 0.0, 0], ['2015-02-06', 'bug', 0.0, 0], ['2015-02-06', 'chore', 0.0, 0], ['2015-02-06', 'release', 0.0, 0], ['2015-02-07', 'feature', 0.0, 0], ['2015-02-07', 'bug', 0.0, 0], ['2015-02-07', 'chore', 0.0, 0], ['2015-02-07', 'release', 0.0, 0], ['2015-02-08', 'feature', 0.0, 0], ['2015-02-08', 'bug', 0.0, 0], ['2015-02-08', 'chore', 0.0, 0], ['2015-02-08', 'release', 0.0, 0]]}","{'cycle_time': 83368000, 'stories_accepted': 8, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 0}",1.0,1,65,1,"[87445784, 86719600, 87442342, 86662662, 87059914, 87041424, 86969072, 86329700]",1.0,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-02-09', 'feature', 0.0, 0], ['2015-02-09', 'bug', 0.0, 0], ['2015-02-09', 'chore', 0.0, 0], ['2015-02-09', 'release', 0.0, 0], ['2015-02-10', 'feature', 6.0, 2], ['2015-02-10', 'bug', 0.0, 0], ['2015-02-10', 'chore', 0.0, 0], ['2015-02-10', 'release', 0.0, 0], ['2015-02-11', 'feature', 1.0, 1], ['2015-02-11', 'bug', 0.0, 0], ['2015-02-11', 'chore', 0.0, 1], ['2015-02-11', 'release', 0.0, 0], ['2015-02-12', 'feature', 2.0, 1], ['2015-02-12', 'bug', 0.0, 0], ['2015-02-12', 'chore', 0.0, 2], ['2015-02-12', 'release', 0.0, 0], ['2015-02-13', 'feature', 7.0, 4], ['2015-02-13', 'bug', 0.0, 0], ['2015-02-13', 'chore', 0.0, 0], ['2015-02-13', 'release', 0.0, 0], ['2015-02-14', 'feature', 0.0, 0], ['2015-02-14', 'bug', 0.0, 0], ['2015-02-14', 'chore', 0.0, 0], ['2015-02-14', 'release', 0.0, 0], ['2015-02-15', 'feature', 4.0, 2], ['2015-02-15', 'bug', 0.0, 0], ['2015-02-15', 'chore', 0.0, 0], ['2015-02-15', 'release', 0.0, 0]]}","{'cycle_time': 192454000, 'stories_accepted': 13, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 3}",20.0,1,66,20,"[86141174, 85045340, 88169124, 87961378, 88191822, 87679284, 88269746, 87962388, 87680054, 78402176, 88065724, 86755066, 85236116]",1.0,5
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-02-16', 'feature', 0.0, 0], ['2015-02-16', 'bug', 0.0, 0], ['2015-02-16', 'chore', 0.0, 0], ['2015-02-16', 'release', 0.0, 0], ['2015-02-17', 'feature', 1.0, 1], ['2015-02-17', 'bug', 0.0, 0], ['2015-02-17', 'chore', 0.0, 1], ['2015-02-17', 'release', 0.0, 0], ['2015-02-18', 'feature', 0.0, 0], ['2015-02-18', 'bug', 0.0, 0], ['2015-02-18', 'chore', 0.0, 0], ['2015-02-18', 'release', 0.0, 0], ['2015-02-19', 'feature', 3.0, 3], ['2015-02-19', 'bug', 0.0, 0], ['2015-02-19', 'chore', 0.0, 0], ['2015-02-19', 'release', 0.0, 0], ['2015-02-20', 'feature', 4.0, 1], ['2015-02-20', 'bug', 0.0, 1], ['2015-02-20', 'chore', 0.0, 1], ['2015-02-20', 'release', 0.0, 0], ['2015-02-21', 'feature', 0.0, 0], ['2015-02-21', 'bug', 0.0, 0], ['2015-02-21', 'chore', 0.0, 0], ['2015-02-21', 'release', 0.0, 0], ['2015-02-22', 'feature', 0.0, 0], ['2015-02-22', 'bug', 0.0, 0], ['2015-02-22', 'chore', 0.0, 0], ['2015-02-22', 'release', 0.0, 0]]}","{'cycle_time': 104454000, 'stories_accepted': 8, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",8.0,1,67,8,"[88531732, 81134820, 88067602, 80405524, 88658048, 88756674, 84810956, 88531576]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-02-23', 'feature', 0.0, 0], ['2015-02-23', 'bug', 0.0, 0], ['2015-02-23', 'chore', 0.0, 1], ['2015-02-23', 'release', 0.0, 0], ['2015-02-24', 'feature', 4.0, 1], ['2015-02-24', 'bug', 0.0, 0], ['2015-02-24', 'chore', 0.0, 0], ['2015-02-24', 'release', 0.0, 0], ['2015-02-25', 'feature', 0.0, 0], ['2015-02-25', 'bug', 0.0, 0], ['2015-02-25', 'chore', 0.0, 0], ['2015-02-25', 'release', 0.0, 0], ['2015-02-26', 'feature', 0.0, 1], ['2015-02-26', 'bug', 0.0, 1], ['2015-02-26', 'chore', 0.0, 1], ['2015-02-26', 'release', 0.0, 0], ['2015-02-27', 'feature', 0.0, 1], ['2015-02-27', 'bug', 0.0, 1], ['2015-02-27', 'chore', 0.0, 0], ['2015-02-27', 'release', 0.0, 0], ['2015-02-28', 'feature', 0.0, 0], ['2015-02-28', 'bug', 0.0, 0], ['2015-02-28', 'chore', 0.0, 0], ['2015-02-28', 'release', 0.0, 0], ['2015-03-01', 'feature', 0.0, 0], ['2015-03-01', 'bug', 0.0, 0], ['2015-03-01', 'chore', 0.0, 0], ['2015-03-01', 'release', 0.0, 0]]}","{'cycle_time': 258987000, 'stories_accepted': 7, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 3}",4.0,1,68,4,"[88804126, 87160666, 88934748, 89023378, 89217448, 88815496, 89242880]",1.0,9
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-03-02', 'feature', 0.0, 0], ['2015-03-02', 'bug', 0.0, 0], ['2015-03-02', 'chore', 0.0, 0], ['2015-03-02', 'release', 0.0, 0], ['2015-03-03', 'feature', 0.0, 0], ['2015-03-03', 'bug', 0.0, 0], ['2015-03-03', 'chore', 0.0, 0], ['2015-03-03', 'release', 0.0, 0], ['2015-03-04', 'feature', 0.0, 1], ['2015-03-04', 'bug', 0.0, 0], ['2015-03-04', 'chore', 0.0, 1], ['2015-03-04', 'release', 0.0, 0], ['2015-03-05', 'feature', 0.0, 0], ['2015-03-05', 'bug', 0.0, 0], ['2015-03-05', 'chore', 0.0, 0], ['2015-03-05', 'release', 0.0, 0], ['2015-03-06', 'feature', 0.0, 0], ['2015-03-06', 'bug', 0.0, 0], ['2015-03-06', 'chore', 0.0, 1], ['2015-03-06', 'release', 0.0, 0], ['2015-03-07', 'feature', 0.0, 0], ['2015-03-07', 'bug', 0.0, 0], ['2015-03-07', 'chore', 0.0, 0], ['2015-03-07', 'release', 0.0, 0], ['2015-03-08', 'feature', 0.0, 0], ['2015-03-08', 'bug', 0.0, 0], ['2015-03-08', 'chore', 0.0, 0], ['2015-03-08', 'release', 0.0, 0]]}","{'cycle_time': 4986000, 'stories_accepted': 3, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",0.0,1,69,0,"[89629096, 89461946, 88670576]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-03-09', 'feature', 0.0, 0], ['2015-03-09', 'bug', 0.0, 0], ['2015-03-09', 'chore', 0.0, 0], ['2015-03-09', 'release', 0.0, 0], ['2015-03-10', 'feature', 0.0, 0], ['2015-03-10', 'bug', 0.0, 0], ['2015-03-10', 'chore', 0.0, 0], ['2015-03-10', 'release', 0.0, 0], ['2015-03-11', 'feature', 2.0, 2], ['2015-03-11', 'bug', 0.0, 0], ['2015-03-11', 'chore', 0.0, 4], ['2015-03-11', 'release', 0.0, 0], ['2015-03-12', 'feature', 0.0, 0], ['2015-03-12', 'bug', 0.0, 0], ['2015-03-12', 'chore', 0.0, 3], ['2015-03-12', 'release', 0.0, 0], ['2015-03-13', 'feature', 0.0, 0], ['2015-03-13', 'bug', 0.0, 0], ['2015-03-13', 'chore', 0.0, 0], ['2015-03-13', 'release', 0.0, 0], ['2015-03-14', 'feature', 0.0, 0], ['2015-03-14', 'bug', 0.0, 0], ['2015-03-14', 'chore', 0.0, 0], ['2015-03-14', 'release', 0.0, 0], ['2015-03-15', 'feature', 0.0, 0], ['2015-03-15', 'bug', 0.0, 0], ['2015-03-15', 'chore', 0.0, 0], ['2015-03-15', 'release', 0.0, 0]]}","{'cycle_time': 91208000, 'stories_accepted': 9, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",2.0,1,70,2,"[89645148, 80765224, 89970708, 89842908, 89822466, 90143904, 89961234, 90156260, 90146116]",1.0,4
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-03-16', 'feature', 0.0, 1], ['2015-03-16', 'bug', 0.0, 0], ['2015-03-16', 'chore', 0.0, 1], ['2015-03-16', 'release', 0.0, 0], ['2015-03-17', 'feature', 7.0, 3], ['2015-03-17', 'bug', 0.0, 0], ['2015-03-17', 'chore', 0.0, 2], ['2015-03-17', 'release', 0.0, 0], ['2015-03-18', 'feature', 3.0, 2], ['2015-03-18', 'bug', 0.0, 0], ['2015-03-18', 'chore', 0.0, 0], ['2015-03-18', 'release', 0.0, 0], ['2015-03-19', 'feature', 0.0, 0], ['2015-03-19', 'bug', 0.0, 0], ['2015-03-19', 'chore', 0.0, 0], ['2015-03-19', 'release', 0.0, 0], ['2015-03-20', 'feature', 5.0, 5], ['2015-03-20', 'bug', 0.0, 0], ['2015-03-20', 'chore', 0.0, 0], ['2015-03-20', 'release', 0.0, 0], ['2015-03-21', 'feature', 0.0, 0], ['2015-03-21', 'bug', 0.0, 0], ['2015-03-21', 'chore', 0.0, 0], ['2015-03-21', 'release', 0.0, 0], ['2015-03-22', 'feature', 0.0, 0], ['2015-03-22', 'bug', 0.0, 0], ['2015-03-22', 'chore', 0.0, 0], ['2015-03-22', 'release', 0.0, 0]]}","{'cycle_time': 470940500, 'stories_accepted': 14, 'rejection_rate': 9.090909, 'kind': 'analytics', 'bugs_created': 3}",15.0,1,71,15,"[90443652, 89216658, 89968898, 88670492, 89031694, 88670486, 90525244, 86273644, 88670512, 90307340, 90307342, 90307344, 90307346, 90307348]",1.0,2
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-03-23', 'feature', 2.0, 1], ['2015-03-23', 'bug', 0.0, 0], ['2015-03-23', 'chore', 0.0, 3], ['2015-03-23', 'release', 0.0, 0], ['2015-03-24', 'feature', 0.0, 2], ['2015-03-24', 'bug', 0.0, 1], ['2015-03-24', 'chore', 0.0, 0], ['2015-03-24', 'release', 0.0, 0], ['2015-03-25', 'feature', 0.0, 0], ['2015-03-25', 'bug', 0.0, 0], ['2015-03-25', 'chore', 0.0, 0], ['2015-03-25', 'release', 0.0, 0], ['2015-03-26', 'feature', 1.0, 1], ['2015-03-26', 'bug', 0.0, 0], ['2015-03-26', 'chore', 0.0, 2], ['2015-03-26', 'release', 0.0, 0], ['2015-03-27', 'feature', 1.0, 2], ['2015-03-27', 'bug', 0.0, 0], ['2015-03-27', 'chore', 0.0, 0], ['2015-03-27', 'release', 0.0, 0], ['2015-03-28', 'feature', 0.0, 0], ['2015-03-28', 'bug', 0.0, 0], ['2015-03-28', 'chore', 0.0, 0], ['2015-03-28', 'release', 0.0, 0], ['2015-03-29', 'feature', 0.0, 0], ['2015-03-29', 'bug', 0.0, 0], ['2015-03-29', 'chore', 0.0, 0], ['2015-03-29', 'release', 0.0, 0]]}","{'cycle_time': 83862000, 'stories_accepted': 12, 'rejection_rate': 14.285714, 'kind': 'analytics', 'bugs_created': 4}",4.0,1,72,4,"[90927094, 90207298, 90715696, 90814144, 90919456, 90949274, 90957438, 91144222, 91236150, 91236048, 89329508, 89970006]",1.0,5
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-03-30', 'feature', 0.0, 0], ['2015-03-30', 'bug', 0.0, 0], ['2015-03-30', 'chore', 0.0, 3], ['2015-03-30', 'release', 0.0, 0], ['2015-03-31', 'feature', 0.0, 0], ['2015-03-31', 'bug', 0.0, 0], ['2015-03-31', 'chore', 0.0, 0], ['2015-03-31', 'release', 0.0, 0], ['2015-04-01', 'feature', 0.0, 0], ['2015-04-01', 'bug', 0.0, 0], ['2015-04-01', 'chore', 0.0, 0], ['2015-04-01', 'release', 0.0, 0], ['2015-04-02', 'feature', 2.0, 2], ['2015-04-02', 'bug', 0.0, 1], ['2015-04-02', 'chore', 0.0, 0], ['2015-04-02', 'release', 0.0, 0], ['2015-04-03', 'feature', 2.0, 1], ['2015-04-03', 'bug', 0.0, 0], ['2015-04-03', 'chore', 0.0, 1], ['2015-04-03', 'release', 0.0, 0], ['2015-04-04', 'feature', 0.0, 0], ['2015-04-04', 'bug', 0.0, 0], ['2015-04-04', 'chore', 0.0, 0], ['2015-04-04', 'release', 0.0, 0], ['2015-04-05', 'feature', 0.0, 0], ['2015-04-05', 'bug', 0.0, 0], ['2015-04-05', 'chore', 0.0, 0], ['2015-04-05', 'release', 0.0, 0]]}","{'cycle_time': 613759000, 'stories_accepted': 8, 'rejection_rate': 25.0, 'kind': 'analytics', 'bugs_created': 2}",4.0,1,73,4,"[90233362, 90468300, 91416670, 88536892, 90307352, 91144208, 88722984, 90794792]",1.0,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-04-06', 'feature', 0.0, 0], ['2015-04-06', 'bug', 0.0, 0], ['2015-04-06', 'chore', 0.0, 0], ['2015-04-06', 'release', 0.0, 0], ['2015-04-07', 'feature', 0.0, 0], ['2015-04-07', 'bug', 0.0, 0], ['2015-04-07', 'chore', 0.0, 2], ['2015-04-07', 'release', 0.0, 0], ['2015-04-08', 'feature', 0.0, 0], ['2015-04-08', 'bug', 0.0, 0], ['2015-04-08', 'chore', 0.0, 0], ['2015-04-08', 'release', 0.0, 0], ['2015-04-09', 'feature', 11.0, 5], ['2015-04-09', 'bug', 0.0, 0], ['2015-04-09', 'chore', 0.0, 0], ['2015-04-09', 'release', 0.0, 0], ['2015-04-10', 'feature', 4.0, 1], ['2015-04-10', 'bug', 0.0, 0], ['2015-04-10', 'chore', 0.0, 0], ['2015-04-10', 'release', 0.0, 0], ['2015-04-11', 'feature', 0.0, 0], ['2015-04-11', 'bug', 0.0, 0], ['2015-04-11', 'chore', 0.0, 0], ['2015-04-11', 'release', 0.0, 0], ['2015-04-12', 'feature', 0.0, 0], ['2015-04-12', 'bug', 0.0, 0], ['2015-04-12', 'chore', 0.0, 0], ['2015-04-12', 'release', 0.0, 0]]}","{'cycle_time': 760267500, 'stories_accepted': 8, 'rejection_rate': 16.666667, 'kind': 'analytics', 'bugs_created': 1}",15.0,1,74,15,"[91877126, 91877382, 91451020, 91451038, 91451074, 86929142, 90307374, 84893840]",1.0,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-04-13', 'feature', 1.0, 1], ['2015-04-13', 'bug', 0.0, 0], ['2015-04-13', 'chore', 0.0, 0], ['2015-04-13', 'release', 0.0, 0], ['2015-04-14', 'feature', 4.0, 1], ['2015-04-14', 'bug', 0.0, 0], ['2015-04-14', 'chore', 0.0, 3], ['2015-04-14', 'release', 0.0, 0], ['2015-04-15', 'feature', 0.0, 0], ['2015-04-15', 'bug', 0.0, 0], ['2015-04-15', 'chore', 0.0, 1], ['2015-04-15', 'release', 0.0, 0], ['2015-04-16', 'feature', 2.0, 1], ['2015-04-16', 'bug', 0.0, 0], ['2015-04-16', 'chore', 0.0, 0], ['2015-04-16', 'release', 0.0, 0], ['2015-04-17', 'feature', 1.0, 1], ['2015-04-17', 'bug', 0.0, 0], ['2015-04-17', 'chore', 0.0, 0], ['2015-04-17', 'release', 0.0, 0], ['2015-04-18', 'feature', 0.0, 0], ['2015-04-18', 'bug', 0.0, 0], ['2015-04-18', 'chore', 0.0, 0], ['2015-04-18', 'release', 0.0, 0], ['2015-04-19', 'feature', 0.0, 0], ['2015-04-19', 'bug', 0.0, 0], ['2015-04-19', 'chore', 0.0, 0], ['2015-04-19', 'release', 0.0, 0]]}","{'cycle_time': 247888000, 'stories_accepted': 8, 'rejection_rate': 25.0, 'kind': 'analytics', 'bugs_created': 4}",8.0,1,75,8,"[91782848, 89970526, 92396306, 92469114, 91451152, 92359286, 92055160, 83798776]",1.0,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-04-20', 'feature', 0.0, 0], ['2015-04-20', 'bug', 0.0, 0], ['2015-04-20', 'chore', 0.0, 1], ['2015-04-20', 'release', 0.0, 0], ['2015-04-21', 'feature', 0.0, 0], ['2015-04-21', 'bug', 0.0, 0], ['2015-04-21', 'chore', 0.0, 0], ['2015-04-21', 'release', 0.0, 0], ['2015-04-22', 'feature', 5.0, 2], ['2015-04-22', 'bug', 0.0, 0], ['2015-04-22', 'chore', 0.0, 2], ['2015-04-22', 'release', 0.0, 0], ['2015-04-23', 'feature', 2.0, 1], ['2015-04-23', 'bug', 0.0, 1], ['2015-04-23', 'chore', 0.0, 3], ['2015-04-23', 'release', 0.0, 0], ['2015-04-24', 'feature', 0.0, 1], ['2015-04-24', 'bug', 0.0, 0], ['2015-04-24', 'chore', 0.0, 0], ['2015-04-24', 'release', 0.0, 0], ['2015-04-25', 'feature', 0.0, 0], ['2015-04-25', 'bug', 0.0, 0], ['2015-04-25', 'chore', 0.0, 0], ['2015-04-25', 'release', 0.0, 0], ['2015-04-26', 'feature', 0.0, 0], ['2015-04-26', 'bug', 0.0, 0], ['2015-04-26', 'chore', 0.0, 0], ['2015-04-26', 'release', 0.0, 0]]}","{'cycle_time': 345463000, 'stories_accepted': 11, 'rejection_rate': 60.0, 'kind': 'analytics', 'bugs_created': 2}",7.0,1,76,7,"[92640114, 93030276, 89044786, 92178938, 90209450, 91719478, 88733114, 75227366, 91144398, 92456062, 91294022]",1.0,9
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-04-27', 'feature', 2.0, 1], ['2015-04-27', 'bug', 0.0, 1], ['2015-04-27', 'chore', 0.0, 2], ['2015-04-27', 'release', 0.0, 0], ['2015-04-28', 'feature', 0.0, 0], ['2015-04-28', 'bug', 0.0, 0], ['2015-04-28', 'chore', 0.0, 2], ['2015-04-28', 'release', 0.0, 0], ['2015-04-29', 'feature', 0.0, 0], ['2015-04-29', 'bug', 0.0, 1], ['2015-04-29', 'chore', 0.0, 1], ['2015-04-29', 'release', 0.0, 0], ['2015-04-30', 'feature', 2.0, 1], ['2015-04-30', 'bug', 0.0, 0], ['2015-04-30', 'chore', 0.0, 5], ['2015-04-30', 'release', 0.0, 0], ['2015-05-01', 'feature', 7.0, 4], ['2015-05-01', 'bug', 0.0, 0], ['2015-05-01', 'chore', 0.0, 3], ['2015-05-01', 'release', 0.0, 0], ['2015-05-02', 'feature', 0.0, 0], ['2015-05-02', 'bug', 0.0, 0], ['2015-05-02', 'chore', 0.0, 0], ['2015-05-02', 'release', 0.0, 0], ['2015-05-03', 'feature', 0.0, 0], ['2015-05-03', 'bug', 0.0, 0], ['2015-05-03', 'chore', 0.0, 0], ['2015-05-03', 'release', 0.0, 0]]}","{'cycle_time': 86619000, 'stories_accepted': 21, 'rejection_rate': 12.5, 'kind': 'analytics', 'bugs_created': 1}",11.0,1,77,11,"[93213492, 93154278, 92567876, 92368344, 93365290, 92939602, 81395478, 91424354, 93583928, 93584832, 93650020, 93558412, 93662808, 93552812, 93045744, 84817388, 93646438, 92202592, 93711878, 93708714, 93719762]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-05-04', 'feature', 12.0, 7], ['2015-05-04', 'bug', 0.0, 2], ['2015-05-04', 'chore', 0.0, 2], ['2015-05-04', 'release', 0.0, 1], ['2015-05-05', 'feature', 0.0, 0], ['2015-05-05', 'bug', 0.0, 0], ['2015-05-05', 'chore', 0.0, 2], ['2015-05-05', 'release', 0.0, 0], ['2015-05-06', 'feature', 1.0, 1], ['2015-05-06', 'bug', 0.0, 0], ['2015-05-06', 'chore', 0.0, 0], ['2015-05-06', 'release', 0.0, 0], ['2015-05-07', 'feature', 0.0, 0], ['2015-05-07', 'bug', 0.0, 0], ['2015-05-07', 'chore', 0.0, 2], ['2015-05-07', 'release', 0.0, 0], ['2015-05-08', 'feature', 1.0, 1], ['2015-05-08', 'bug', 0.0, 2], ['2015-05-08', 'chore', 0.0, 8], ['2015-05-08', 'release', 0.0, 0], ['2015-05-09', 'feature', 0.0, 0], ['2015-05-09', 'bug', 0.0, 0], ['2015-05-09', 'chore', 0.0, 0], ['2015-05-09', 'release', 0.0, 0], ['2015-05-10', 'feature', 0.0, 0], ['2015-05-10', 'bug', 0.0, 0], ['2015-05-10', 'chore', 0.0, 0], ['2015-05-10', 'release', 0.0, 0]]}","{'cycle_time': 271702000, 'stories_accepted': 27, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 6}",14.0,1,78,14,"[93663054, 93725076, 89753100, 92373304, 91451730, 91451746, 91451776, 92973932, 91451404, 91451502, 91451310, 91451336, 93945766, 93931062, 93869458, 93629214, 93481960, 93481926, 94189482, 94202116, 93482218, 93931136, 94134392, 93650844, 93864338, 93152336, 94132000, 93931010]",1.0,8
